order_item_id,order_id,product_id,quantity,unit_price,discount_amount,tax_amount,created_at,updated_at,,
2768,1302,4006,2,299.99,0.0,138.0,2023-10-05T09:23:00,2023-10-05T09:23:00,,
2769,1302,4004,1,119.99,0.0,27.6,2023-10-05T09:23:00,2023-10-05T09:23:00,,
2770,1302,1029,1,119.99,0.0,27.6,2023-10-05T09:23:00,2023-10-05T09:23:00,,
2771,1303,5004,1,399.99,20.0,87.4,2023-04-29T15:06:00,2023-04-29T15:06:00,,
2772,1303,1022,1,89.99,0.0,20.7,2023-04-29T15:06:00,2023-04-29T15:06:00,,
2773,1303,5009,1,45.99,0.0,10.58,2023-04-29T15:06:00,2023-04-29T15:06:00,,
2774,1304,1034,1,99.99,10.0,20.7,2023-08-10T14:22:00,2023-08-10T14:22:00,,
2775,1304,3002,2,15.99,3.2,6.62,2023-08-10T14:22:00,2023-08-10T14:22:00,,
2776,1305,2032,3,39.99,0.0,27.59,2024-01-31T22:17:00,2024-01-31T22:17:00,,
2777,1305,2025,2,89.99,0.0,41.4,2024-01-31T22:17:00,2024-01-31T22:17:00,,
2778,1305,1009,1,15.99,0.0,3.68,2024-01-31T22:17:00,2024-01-31T22:17:00,,
2779,1305,2028,1,29.99,0.0,6.9,2024-01-31T22:17:00,2024-01-31T22:17:00,,
2780,1306,2012,1,19.99,0.0,4.6,2023-12-23T19:21:00,2023-12-23T19:21:00,,
2781,1306,2016,1,45.99,2.3,10.05,2023-12-23T19:21:00,2023-12-23T19:21:00,,
2782,1307,3004,1,249.99,0.0,57.5,2024-03-15T09:25:00,2024-03-15T09:25:00,,
2783,1308,1017,2,25.99,2.6,11.36,2023-12-11T21:49:00,2023-12-11T21:49:00,,
2784,1308,2004,1,3.99,0.0,0.92,2023-12-11T21:49:00,2023-12-11T21:49:00,,
2785,1308,2026,2,32.99,6.6,13.66,2023-12-11T21:49:00,2023-12-11T21:49:00,,
2786,1309,4003,1,24.99,0.0,5.75,2024-02-18T10:40:00,2024-02-18T10:40:00,,
2787,1310,5005,1,599.99,0.0,138.0,2023-07-14T11:46:00,2023-07-14T11:46:00,,
2788,1311,2005,1,42.99,0.0,9.89,2024-03-04T21:41:00,2024-03-04T21:41:00,,
2789,1311,5005,1,599.99,0.0,138.0,2024-03-04T21:41:00,2024-03-04T21:41:00,,
2790,1311,2002,1,139.99,7.0,30.59,2024-03-04T21:41:00,2024-03-04T21:41:00,,
2791,1312,2017,2,35.99,7.2,14.9,2024-04-12T17:26:00,2024-04-12T17:26:00,,
2792,1312,1031,2,42.99,4.3,18.79,2024-04-12T17:26:00,2024-04-12T17:26:00,,
2793,1312,2014,1,89.99,0.0,20.7,2024-04-12T17:26:00,2024-04-12T17:26:00,,
2794,1313,1021,2,189.99,0.0,87.4,2023-02-23T15:54:00,2023-02-23T15:54:00,,
2795,1313,1028,2,45.99,9.2,19.04,2023-02-23T15:54:00,2023-02-23T15:54:00,,
2796,1314,2009,1,16.99,0.0,3.91,2023-12-30T15:42:00,2023-12-30T15:42:00,,
2797,1315,1019,2,55.99,0.0,25.76,2023-07-04T16:59:00,2023-07-04T16:59:00,,
2798,1315,3008,1,18.99,0.0,4.37,2023-07-04T16:59:00,2023-07-04T16:59:00,,
2799,1316,4003,1,24.99,2.5,5.17,2024-01-26T10:05:00,2024-01-26T10:05:00,,
2800,1316,2016,1,45.99,2.3,10.05,2024-01-26T10:05:00,2024-01-26T10:05:00,,
2801,1316,1023,1,28.99,0.0,6.67,2024-01-26T10:05:00,2024-01-26T10:05:00,,
2802,1317,5001,1,15.99,0.8,3.49,2023-11-02T10:25:00,2023-11-02T10:25:00,,
2803,1317,2028,1,29.99,0.0,6.9,2023-11-02T10:25:00,2023-11-02T10:25:00,,
2804,1317,5011,1,29.99,0.0,6.9,2023-11-02T10:25:00,2023-11-02T10:25:00,,
2805,1317,3008,1,18.99,0.0,4.37,2023-11-02T10:25:00,2023-11-02T10:25:00,,
2806,1318,2019,1,55.99,5.6,11.59,2023-01-21T18:33:00,2023-01-21T18:33:00,,
2807,1319,3007,2,15.99,0.0,7.36,2023-08-18T08:46:00,2023-08-18T08:46:00,,
2808,1319,5003,1,19.99,2.0,4.14,2023-08-18T08:46:00,2023-08-18T08:46:00,,
2809,1319,1003,1,199.99,20.0,41.4,2023-08-18T08:46:00,2023-08-18T08:46:00,,
2810,1320,5008,1,299.99,0.0,69.0,2024-04-02T13:45:00,2024-04-02T13:45:00,,
2811,1320,2019,1,55.99,0.0,12.88,2024-04-02T13:45:00,2024-04-02T13:45:00,,
2812,1321,1004,1,8.99,0.0,2.07,2024-04-11T16:05:00,2024-04-11T16:05:00,,
2813,1321,1005,1,45.99,0.0,10.58,2024-04-11T16:05:00,2024-04-11T16:05:00,,
2814,1321,5010,2,35.99,0.0,16.56,2024-04-11T16:05:00,2024-04-11T16:05:00,,
2815,1322,2020,1,199.99,0.0,46.0,2024-03-13T18:57:00,2024-03-13T18:57:00,,
2816,1322,2022,2,79.99,0.0,36.8,2024-03-13T18:57:00,2024-03-13T18:57:00,,
2817,1322,1010,1,22.99,0.0,5.29,2024-03-13T18:57:00,2024-03-13T18:57:00,,
2818,1322,1024,1,24.99,2.5,5.17,2024-03-13T18:57:00,2024-03-13T18:57:00,,
2819,1323,5002,1,22.99,2.3,4.76,2023-03-04T21:23:00,2023-03-04T21:23:00,,
2820,1324,2028,1,29.99,0.0,6.9,2023-11-18T20:33:00,2023-11-18T20:33:00,,
2821,1325,1012,2,18.99,0.0,8.74,2023-02-24T18:24:00,2023-02-24T18:24:00,,
2822,1325,5011,2,29.99,0.0,13.8,2023-02-24T18:24:00,2023-02-24T18:24:00,,
2823,1325,1022,1,89.99,0.0,20.7,2023-02-24T18:24:00,2023-02-24T18:24:00,,
2824,1326,1011,2,29.99,0.0,13.8,2023-08-12T17:05:00,2023-08-12T17:05:00,,
2825,1326,2025,1,89.99,0.0,20.7,2023-08-12T17:05:00,2023-08-12T17:05:00,,
2826,1326,4007,1,28.99,0.0,6.67,2023-08-12T17:05:00,2023-08-12T17:05:00,,
2827,1327,1007,1,19.99,0.0,4.6,2023-05-25T08:39:00,2023-05-25T08:39:00,,
2828,1327,2015,2,119.99,12.0,52.44,2023-05-25T08:39:00,2023-05-25T08:39:00,,
2829,1327,1015,1,69.99,0.0,16.1,2023-05-25T08:39:00,2023-05-25T08:39:00,,
2830,1327,4006,1,299.99,0.0,69.0,2023-05-25T08:39:00,2023-05-25T08:39:00,,
2831,1328,5005,1,599.99,0.0,138.0,2024-05-07T08:06:00,2024-05-07T08:06:00,,
2832,1328,4002,1,18.99,0.0,4.37,2024-05-07T08:06:00,2024-05-07T08:06:00,,
2833,1329,1001,1,189.99,0.0,43.7,2023-03-30T12:08:00,2023-03-30T12:08:00,,
2834,1329,4002,1,18.99,0.0,4.37,2023-03-30T12:08:00,2023-03-30T12:08:00,,
2835,1329,4003,1,24.99,2.5,5.17,2023-03-30T12:08:00,2023-03-30T12:08:00,,
2836,1329,1026,1,78.99,7.9,16.35,2023-03-30T12:08:00,2023-03-30T12:08:00,,
2837,1330,2030,2,89.99,9.0,39.33,2023-08-01T20:15:00,2023-08-01T20:15:00,,
2838,1331,2002,1,139.99,7.0,30.59,2023-09-29T21:12:00,2023-09-29T21:12:00,,
2839,1331,2015,1,119.99,0.0,27.6,2023-09-29T21:12:00,2023-09-29T21:12:00,,
2840,1332,1016,2,35.99,0.0,16.56,2024-01-10T09:04:00,2024-01-10T09:04:00,,
2841,1333,1003,1,199.99,20.0,41.4,2023-01-29T10:02:00,2023-01-29T10:02:00,,
2842,1334,1010,1,22.99,2.3,4.76,2023-05-13T17:52:00,2023-05-13T17:52:00,,
2843,1334,5001,1,15.99,0.0,3.68,2023-05-13T17:52:00,2023-05-13T17:52:00,,
2844,1335,1018,2,32.99,6.6,13.66,2024-03-10T16:29:00,2024-03-10T16:29:00,,
2845,1335,5009,1,45.99,2.3,10.05,2024-03-10T16:29:00,2024-03-10T16:29:00,,
2846,1335,1019,2,55.99,11.2,23.18,2024-03-10T16:29:00,2024-03-10T16:29:00,,
2847,1335,4008,1,24.99,2.5,5.17,2024-03-10T16:29:00,2024-03-10T16:29:00,,
2848,1335,2030,2,89.99,18.0,37.26,2024-03-10T16:29:00,2024-03-10T16:29:00,,
2849,1336,5007,1,89.99,4.5,19.66,2023-07-05T22:18:00,2023-07-05T22:18:00,,
2850,1337,3004,1,249.99,25.0,51.75,2023-11-04T11:54:00,2023-11-04T11:54:00,,
2851,1337,2032,2,39.99,0.0,18.4,2023-11-04T11:54:00,2023-11-04T11:54:00,,
2852,1338,1007,2,19.99,2.0,8.74,2024-05-07T15:26:00,2024-05-07T15:26:00,,
2853,1338,3005,1,159.99,0.0,36.8,2024-05-07T15:26:00,2024-05-07T15:26:00,,
2854,1338,4006,1,299.99,30.0,62.1,2024-05-07T15:26:00,2024-05-07T15:26:00,,
2855,1339,2020,1,199.99,10.0,43.7,2023-03-04T09:54:00,2023-03-04T09:54:00,,
2856,1339,1028,2,45.99,4.6,20.1,2023-03-04T09:54:00,2023-03-04T09:54:00,,
2857,1339,2001,1,159.99,0.0,36.8,2023-03-04T09:54:00,2023-03-04T09:54:00,,
2858,1340,1010,2,22.99,2.3,10.05,2023-06-25T12:07:00,2023-06-25T12:07:00,,
2859,1340,5010,2,35.99,0.0,16.56,2023-06-25T12:07:00,2023-06-25T12:07:00,,
2860,1340,2005,3,42.99,0.0,29.66,2023-06-25T12:07:00,2023-06-25T12:07:00,,
2861,1341,5009,1,45.99,2.3,10.05,2023-07-06T09:25:00,2023-07-06T09:25:00,,
2862,1341,2024,3,69.99,0.0,48.29,2023-07-06T09:25:00,2023-07-06T09:25:00,,
2863,1342,1009,1,15.99,0.0,3.68,2023-03-15T20:40:00,2023-03-15T20:40:00,,
2864,1343,1017,2,25.99,0.0,11.96,2023-08-30T18:45:00,2023-08-30T18:45:00,,
2865,1343,1001,2,189.99,0.0,87.4,2023-08-30T18:45:00,2023-08-30T18:45:00,,
2866,1343,1012,1,18.99,0.0,4.37,2023-08-30T18:45:00,2023-08-30T18:45:00,,
2867,1344,2002,2,139.99,28.0,57.96,2023-07-02T15:18:00,2023-07-02T15:18:00,,
2868,1345,1019,1,55.99,5.6,11.59,2023-10-13T12:11:00,2023-10-13T12:11:00,,
2869,1346,2005,2,42.99,0.0,19.78,2023-07-23T13:21:00,2023-07-23T13:21:00,,
2870,1346,2007,1,12.99,0.0,2.99,2023-07-23T13:21:00,2023-07-23T13:21:00,,
2871,1347,4008,2,24.99,2.5,10.92,2023-06-29T13:22:00,2023-06-29T13:22:00,,
2872,1347,2031,2,899.99,0.0,414.0,2023-06-29T13:22:00,2023-06-29T13:22:00,,
2873,1348,1031,1,42.99,0.0,9.89,2023-08-29T13:51:00,2023-08-29T13:51:00,,
2874,1348,1009,1,15.99,0.0,3.68,2023-08-29T13:51:00,2023-08-29T13:51:00,,
2875,1349,1008,1,24.99,0.0,5.75,2023-08-21T20:29:00,2023-08-21T20:29:00,,
2876,1350,2018,1,45.99,0.0,10.58,2023-08-11T16:50:00,2023-08-11T16:50:00,,
2877,1350,1018,1,32.99,0.0,7.59,2023-08-11T16:50:00,2023-08-11T16:50:00,,
2878,1350,2007,1,12.99,0.0,2.99,2023-08-11T16:50:00,2023-08-11T16:50:00,,
2879,1351,1011,2,29.99,6.0,12.42,2023-10-17T08:29:00,2023-10-17T08:29:00,,
2880,1352,3004,1,249.99,0.0,57.5,2024-03-27T13:28:00,2024-03-27T13:28:00,,
2881,1353,2027,1,24.99,0.0,5.75,2023-06-20T21:30:00,2023-06-20T21:30:00,,
2882,1354,2004,1,3.99,0.0,0.92,2023-01-25T10:42:00,2023-01-25T10:42:00,,
2883,1354,1002,2,165.99,0.0,76.36,2023-01-25T10:42:00,2023-01-25T10:42:00,,
2884,1355,2027,3,24.99,0.0,17.24,2023-06-21T16:10:00,2023-06-21T16:10:00,,
2885,1355,1022,1,89.99,0.0,20.7,2023-06-21T16:10:00,2023-06-21T16:10:00,,
2886,1356,3003,2,18.99,0.0,8.74,2023-11-21T15:08:00,2023-11-21T15:08:00,,
2887,1356,5004,1,399.99,0.0,92.0,2023-11-21T15:08:00,2023-11-21T15:08:00,,
2888,1357,1011,1,29.99,0.0,6.9,2023-10-08T22:51:00,2023-10-08T22:51:00,,
2889,1358,1005,1,45.99,4.6,9.52,2024-03-25T11:40:00,2024-03-25T11:40:00,,
2890,1358,2008,1,8.99,0.0,2.07,2024-03-25T11:40:00,2024-03-25T11:40:00,,
2891,1359,2022,1,79.99,0.0,18.4,2024-01-09T11:17:00,2024-01-09T11:17:00,,
2892,1360,1016,1,35.99,1.8,7.86,2023-10-14T22:50:00,2023-10-14T22:50:00,,
2893,1360,2028,1,29.99,1.5,6.55,2023-10-14T22:50:00,2023-10-14T22:50:00,,
2894,1361,1029,1,119.99,0.0,27.6,2023-04-02T17:24:00,2023-04-02T17:24:00,,
2895,1362,1032,1,49.99,0.0,11.5,2023-11-03T11:02:00,2023-11-03T11:02:00,,
2896,1362,1004,1,8.99,0.45,1.96,2023-11-03T11:02:00,2023-11-03T11:02:00,,
2897,1363,2006,1,79.99,0.0,18.4,2023-02-17T14:40:00,2023-02-17T14:40:00,,
2898,1363,2024,2,69.99,0.0,32.2,2023-02-17T14:40:00,2023-02-17T14:40:00,,
2899,1364,4005,2,189.99,0.0,87.4,2023-02-28T13:36:00,2023-02-28T13:36:00,,
2900,1364,5010,1,35.99,3.6,7.45,2023-02-28T13:36:00,2023-02-28T13:36:00,,
2901,1365,2013,1,45.99,0.0,10.58,2023-04-11T09:04:00,2023-04-11T09:04:00,,
2902,1365,1027,1,39.99,0.0,9.2,2023-04-11T09:04:00,2023-04-11T09:04:00,,
2903,1365,1013,1,45.99,0.0,10.58,2023-04-11T09:04:00,2023-04-11T09:04:00,,
2904,1366,1004,3,8.99,0.0,6.2,2023-07-27T15:57:00,2023-07-27T15:57:00,,
2905,1367,1002,2,165.99,0.0,76.36,2023-10-17T08:58:00,2023-10-17T08:58:00,,
2906,1368,1024,1,24.99,1.25,5.46,2023-07-09T10:57:00,2023-07-09T10:57:00,,
2907,1368,2009,1,16.99,0.0,3.91,2023-07-09T10:57:00,2023-07-09T10:57:00,,
2908,1368,2004,1,3.99,0.0,0.92,2023-07-09T10:57:00,2023-07-09T10:57:00,,
2909,1369,1006,2,11.99,0.0,5.52,2024-04-28T11:13:00,2024-04-28T11:13:00,,
2910,1370,1021,1,189.99,0.0,43.7,2023-02-25T10:24:00,2023-02-25T10:24:00,,
2911,1370,2006,1,79.99,4.0,17.48,2023-02-25T10:24:00,2023-02-25T10:24:00,,
2912,1371,2027,1,24.99,1.25,5.46,2024-04-22T11:57:00,2024-04-22T11:57:00,,
2913,1371,2031,2,899.99,0.0,414.0,2024-04-22T11:57:00,2024-04-22T11:57:00,,
2914,1371,2020,1,199.99,0.0,46.0,2024-04-22T11:57:00,2024-04-22T11:57:00,,
2915,1372,2017,1,35.99,0.0,8.28,2023-05-12T13:31:00,2023-05-12T13:31:00,,
2916,1373,1009,1,15.99,0.0,3.68,2023-08-02T12:57:00,2023-08-02T12:57:00,,
2917,1373,2030,1,89.99,0.0,20.7,2023-08-02T12:57:00,2023-08-02T12:57:00,,
2918,1374,1003,2,199.99,40.0,82.8,2024-04-26T14:11:00,2024-04-26T14:11:00,,
2919,1375,1012,1,18.99,0.0,4.37,2023-06-03T11:17:00,2023-06-03T11:17:00,,
2920,1376,4005,1,189.99,0.0,43.7,2023-04-08T14:30:00,2023-04-08T14:30:00,,
2921,1376,2014,2,89.99,9.0,39.33,2023-04-08T14:30:00,2023-04-08T14:30:00,,
2922,1376,2004,1,3.99,0.0,0.92,2023-04-08T14:30:00,2023-04-08T14:30:00,,
2923,1376,3005,1,159.99,0.0,36.8,2023-04-08T14:30:00,2023-04-08T14:30:00,,
2924,1377,5009,1,45.99,0.0,10.58,2023-11-06T22:59:00,2023-11-06T22:59:00,,
2925,1377,2019,1,55.99,0.0,12.88,2023-11-06T22:59:00,2023-11-06T22:59:00,,
2926,1377,1033,1,79.99,0.0,18.4,2023-11-06T22:59:00,2023-11-06T22:59:00,,
2927,1378,2009,3,16.99,5.1,10.55,2023-04-19T15:32:00,2023-04-19T15:32:00,,
2928,1379,5005,1,599.99,60.0,124.2,2023-08-02T15:32:00,2023-08-02T15:32:00,,
2929,1379,1018,1,32.99,0.0,7.59,2023-08-02T15:32:00,2023-08-02T15:32:00,,
2930,1379,1010,1,22.99,2.3,4.76,2023-08-02T15:32:00,2023-08-02T15:32:00,,
2931,1380,1007,2,19.99,0.0,9.2,2023-12-31T17:02:00,2023-12-31T17:02:00,,
2932,1380,4008,1,24.99,0.0,5.75,2023-12-31T17:02:00,2023-12-31T17:02:00,,
2933,1381,2029,1,129.99,0.0,29.9,2023-07-22T15:14:00,2023-07-22T15:14:00,,
2934,1381,2004,2,3.99,0.8,1.65,2023-07-22T15:14:00,2023-07-22T15:14:00,,
2935,1382,2011,2,7.99,1.6,3.31,2023-04-30T11:11:00,2023-04-30T11:11:00,,
2936,1383,1017,1,25.99,0.0,5.98,2024-01-16T16:05:00,2024-01-16T16:05:00,,
2937,1383,2004,1,3.99,0.4,0.83,2024-01-16T16:05:00,2024-01-16T16:05:00,,
2938,1383,5009,2,45.99,0.0,21.16,2024-01-16T16:05:00,2024-01-16T16:05:00,,
2939,1384,5001,1,15.99,0.8,3.49,2024-01-27T20:26:00,2024-01-27T20:26:00,,
2940,1385,3003,1,18.99,0.0,4.37,2023-05-31T12:54:00,2023-05-31T12:54:00,,
2941,1385,3007,1,15.99,0.0,3.68,2023-05-31T12:54:00,2023-05-31T12:54:00,,
2942,1385,1015,2,69.99,0.0,32.2,2023-05-31T12:54:00,2023-05-31T12:54:00,,
2943,1386,1014,2,32.99,0.0,15.18,2023-10-09T12:51:00,2023-10-09T12:51:00,,
2944,1386,1004,1,8.99,0.0,2.07,2023-10-09T12:51:00,2023-10-09T12:51:00,,
2945,1386,2017,2,35.99,0.0,16.56,2023-10-09T12:51:00,2023-10-09T12:51:00,,
2946,1387,3001,1,22.99,0.0,5.29,2023-03-19T09:54:00,2023-03-19T09:54:00,,
2947,1387,1027,1,39.99,2.0,8.74,2023-03-19T09:54:00,2023-03-19T09:54:00,,
2948,1387,2005,1,42.99,4.3,8.9,2023-03-19T09:54:00,2023-03-19T09:54:00,,
2949,1388,1028,1,45.99,0.0,10.58,2023-11-27T08:22:00,2023-11-27T08:22:00,,
2950,1388,2031,1,899.99,0.0,207.0,2023-11-27T08:22:00,2023-11-27T08:22:00,,
2951,1388,5001,2,15.99,0.0,7.36,2023-11-27T08:22:00,2023-11-27T08:22:00,,
2952,1389,2022,1,79.99,8.0,16.56,2023-06-03T15:14:00,2023-06-03T15:14:00,,
2953,1389,1028,2,45.99,0.0,21.16,2023-06-03T15:14:00,2023-06-03T15:14:00,,
2954,1389,1002,1,165.99,16.6,34.36,2023-06-03T15:14:00,2023-06-03T15:14:00,,
2955,1390,1020,1,129.99,13.0,26.91,2023-10-07T09:40:00,2023-10-07T09:40:00,,
2956,1390,3005,1,159.99,8.0,34.96,2023-10-07T09:40:00,2023-10-07T09:40:00,,
2957,1391,2003,1,145.99,14.6,30.22,2024-04-15T08:19:00,2024-04-15T08:19:00,,
2958,1391,1025,2,45.99,0.0,21.16,2024-04-15T08:19:00,2024-04-15T08:19:00,,
2959,1392,1004,1,8.99,0.0,2.07,2023-12-27T22:59:00,2023-12-27T22:59:00,,
2960,1393,5008,1,299.99,15.0,65.55,2023-11-27T09:37:00,2023-11-27T09:37:00,,
2961,1393,1020,1,129.99,13.0,26.91,2023-11-27T09:37:00,2023-11-27T09:37:00,,
2962,1394,2021,1,149.99,0.0,34.5,2023-05-30T09:14:00,2023-05-30T09:14:00,,
2963,1394,5003,2,19.99,4.0,8.28,2023-05-30T09:14:00,2023-05-30T09:14:00,,
2964,1394,3008,1,18.99,0.0,4.37,2023-05-30T09:14:00,2023-05-30T09:14:00,,
2965,1394,1005,2,45.99,0.0,21.16,2023-05-30T09:14:00,2023-05-30T09:14:00,,
2966,1395,2012,1,19.99,0.0,4.6,2023-07-12T12:16:00,2023-07-12T12:16:00,,
2967,1395,1008,1,24.99,0.0,5.75,2023-07-12T12:16:00,2023-07-12T12:16:00,,
2968,1396,1032,2,49.99,0.0,23.0,2024-02-11T09:22:00,2024-02-11T09:22:00,,
2969,1397,2014,1,89.99,0.0,20.7,2024-01-17T17:01:00,2024-01-17T17:01:00,,
2970,1397,2024,1,69.99,0.0,16.1,2024-01-17T17:01:00,2024-01-17T17:01:00,,
2971,1398,2004,3,3.99,0.6,2.62,2023-09-14T11:39:00,2023-09-14T11:39:00,,
2972,1398,5003,2,19.99,4.0,8.28,2023-09-14T11:39:00,2023-09-14T11:39:00,,
2973,1399,4005,1,189.99,19.0,39.33,2024-02-21T18:45:00,2024-02-21T18:45:00,,
2974,1399,1016,1,35.99,3.6,7.45,2024-02-21T18:45:00,2024-02-21T18:45:00,,
2975,1400,2005,2,42.99,0.0,19.78,2023-03-12T10:11:00,2023-03-12T10:11:00,,
2976,1400,2020,2,199.99,40.0,82.8,2023-03-12T10:11:00,2023-03-12T10:11:00,,
2977,1401,5006,1,249.99,25.0,51.75,2023-12-07T15:59:00,2023-12-07T15:59:00,,
2978,1402,2001,1,159.99,8.0,34.96,2024-03-15T18:35:00,2024-03-15T18:35:00,,
2979,1403,2009,1,16.99,0.0,3.91,2023-08-14T21:39:00,2023-08-14T21:39:00,,
2980,1403,5005,2,599.99,60.0,262.2,2023-08-14T21:39:00,2023-08-14T21:39:00,,
2981,1404,1015,2,69.99,0.0,32.2,2024-04-25T21:19:00,2024-04-25T21:19:00,,
2982,1404,2016,1,45.99,0.0,10.58,2024-04-25T21:19:00,2024-04-25T21:19:00,,
2983,1404,1033,2,79.99,16.0,33.12,2024-04-25T21:19:00,2024-04-25T21:19:00,,
2984,1405,2022,1,79.99,0.0,18.4,2024-02-08T15:40:00,2024-02-08T15:40:00,,
2985,1406,2003,2,145.99,0.0,67.16,2023-08-07T15:46:00,2023-08-07T15:46:00,,
2986,1407,1007,1,19.99,0.0,4.6,2023-05-23T14:11:00,2023-05-23T14:11:00,,
2987,1407,1023,1,28.99,0.0,6.67,2023-05-23T14:11:00,2023-05-23T14:11:00,,
2988,1407,1035,2,59.99,0.0,27.6,2023-05-23T14:11:00,2023-05-23T14:11:00,,
2989,1407,3005,1,159.99,0.0,36.8,2023-05-23T14:11:00,2023-05-23T14:11:00,,
2990,1408,1006,1,11.99,0.0,2.76,2023-11-07T09:59:00,2023-11-07T09:59:00,,
2991,1408,1015,1,69.99,0.0,16.1,2023-11-07T09:59:00,2023-11-07T09:59:00,,
2992,1408,1020,2,129.99,0.0,59.8,2023-11-07T09:59:00,2023-11-07T09:59:00,,
2993,1409,2029,1,129.99,0.0,29.9,2023-03-03T19:25:00,2023-03-03T19:25:00,,
2994,1409,1034,1,99.99,5.0,21.85,2023-03-03T19:25:00,2023-03-03T19:25:00,,
2995,1410,2010,1,9.99,0.0,2.3,2023-02-21T16:00:00,2023-02-21T16:00:00,,
2996,1410,1007,2,19.99,0.0,9.2,2023-02-21T16:00:00,2023-02-21T16:00:00,,
2997,1411,4003,2,24.99,0.0,11.5,2024-01-20T14:28:00,2024-01-20T14:28:00,,
2998,1412,2010,1,9.99,0.0,2.3,2024-03-14T15:04:00,2024-03-14T15:04:00,,
2999,1412,2009,1,16.99,0.0,3.91,2024-03-14T15:04:00,2024-03-14T15:04:00,,
3000,1412,1006,1,11.99,0.0,2.76,2024-03-14T15:04:00,2024-03-14T15:04:00,,
3001,1413,1029,2,119.99,0.0,55.2,2023-06-24T10:13:00,2023-06-24T10:13:00,,
3002,1413,1027,1,39.99,4.0,8.28,2023-06-24T10:13:00,2023-06-24T10:13:00,,
3003,1413,3001,2,22.99,0.0,10.58,2023-06-24T10:13:00,2023-06-24T10:13:00,,
3004,1413,2007,1,12.99,0.0,2.99,2023-06-24T10:13:00,2023-06-24T10:13:00,,
3005,1413,1031,1,42.99,0.0,9.89,2023-06-24T10:13:00,2023-06-24T10:13:00,,
3006,1414,2032,2,39.99,0.0,18.4,2023-06-18T11:34:00,2023-06-18T11:34:00,,
3007,1415,1012,1,18.99,0.0,4.37,2023-08-21T19:47:00,2023-08-21T19:47:00,,
3008,1415,2029,1,129.99,0.0,29.9,2023-08-21T19:47:00,2023-08-21T19:47:00,,
3009,1416,5003,2,19.99,0.0,9.2,2023-04-21T11:24:00,2023-04-21T11:24:00,,
3010,1416,2030,2,89.99,0.0,41.4,2023-04-21T11:24:00,2023-04-21T11:24:00,,
3011,1417,5001,1,15.99,0.8,3.49,2023-08-19T08:36:00,2023-08-19T08:36:00,,
3012,1418,1001,1,189.99,9.5,41.51,2023-12-12T18:23:00,2023-12-12T18:23:00,,
3013,1418,5002,2,22.99,0.0,10.58,2023-12-12T18:23:00,2023-12-12T18:23:00,,
3014,1419,1006,2,11.99,0.0,5.52,2024-02-20T17:01:00,2024-02-20T17:01:00,,
3015,1419,2015,1,119.99,0.0,27.6,2024-02-20T17:01:00,2024-02-20T17:01:00,,
3016,1420,5008,2,299.99,30.0,131.1,2024-01-11T08:40:00,2024-01-11T08:40:00,,
3017,1420,3003,1,18.99,0.95,4.15,2024-01-11T08:40:00,2024-01-11T08:40:00,,
3018,1421,1033,1,79.99,0.0,18.4,2023-12-26T19:49:00,2023-12-26T19:49:00,,
3019,1421,1011,2,29.99,0.0,13.8,2023-12-26T19:49:00,2023-12-26T19:49:00,,
3020,1421,1029,1,119.99,6.0,26.22,2023-12-26T19:49:00,2023-12-26T19:49:00,,
3021,1421,1015,1,69.99,3.5,15.29,2023-12-26T19:49:00,2023-12-26T19:49:00,,
3022,1422,2004,1,3.99,0.2,0.87,2023-02-27T13:31:00,2023-02-27T13:31:00,,
3023,1423,1018,1,32.99,0.0,7.59,2023-03-31T11:52:00,2023-03-31T11:52:00,,
3024,1423,5011,1,29.99,0.0,6.9,2023-03-31T11:52:00,2023-03-31T11:52:00,,
3025,1424,2011,1,7.99,0.0,1.84,2023-11-13T08:41:00,2023-11-13T08:41:00,,
3026,1425,1031,2,42.99,4.3,18.79,2023-03-11T23:11:00,2023-03-11T23:11:00,,
3027,1426,2008,1,8.99,0.9,1.86,2023-06-19T13:28:00,2023-06-19T13:28:00,,
3028,1427,5005,1,599.99,0.0,138.0,2023-05-18T22:44:00,2023-05-18T22:44:00,,
3029,1427,3007,1,15.99,1.6,3.31,2023-05-18T22:44:00,2023-05-18T22:44:00,,
3030,1427,1006,2,11.99,2.4,4.96,2023-05-18T22:44:00,2023-05-18T22:44:00,,
3031,1428,2028,1,29.99,0.0,6.9,2023-10-01T17:09:00,2023-10-01T17:09:00,,
3032,1428,3007,1,15.99,1.6,3.31,2023-10-01T17:09:00,2023-10-01T17:09:00,,
3033,1428,1015,1,69.99,0.0,16.1,2023-10-01T17:09:00,2023-10-01T17:09:00,,
3034,1429,2026,1,32.99,3.3,6.83,2023-09-17T18:41:00,2023-09-17T18:41:00,,
3035,1429,5004,1,399.99,0.0,92.0,2023-09-17T18:41:00,2023-09-17T18:41:00,,
3036,1429,2023,1,39.99,0.0,9.2,2023-09-17T18:41:00,2023-09-17T18:41:00,,
3037,1429,1023,2,28.99,0.0,13.34,2023-09-17T18:41:00,2023-09-17T18:41:00,,
3038,1430,2013,1,45.99,0.0,10.58,2023-08-28T12:36:00,2023-08-28T12:36:00,,
3039,1431,2001,2,159.99,0.0,73.6,2023-12-21T09:54:00,2023-12-21T09:54:00,,
3040,1431,5007,1,89.99,0.0,20.7,2023-12-21T09:54:00,2023-12-21T09:54:00,,
