order_id,customer_id,order_date,payment_method_id,session_id,order_status,subtotal_amount,discount_amount,tax_amount,shipping_amount,total_amount,created_at,updated_at,,
1377,59,2023-11-06T22:59:00,2,2334,completed,255.08,38.26,49.87,0,266.69,2023-11-06T22:59:00,2023-11-06T22:59:00,,
1378,94,2023-04-19T15:32:00,4,1331,completed,744.29,37.21,162.63,0,869.71,2023-04-19T15:32:00,2023-04-19T15:32:00,,
1379,18,2023-08-02T15:32:00,3,46,completed,99.66,0.0,22.92,0,122.58,2023-08-02T15:32:00,2023-08-02T15:32:00,,
1380,113,2023-12-31T17:02:00,1,1096,completed,316.21,0.0,72.73,19.99,408.93,2023-12-31T17:02:00,2023-12-31T17:02:00,,
1381,154,2023-07-22T15:14:00,3,373,completed,123.53,24.71,22.73,0,121.55,2023-07-22T15:14:00,2023-07-22T15:14:00,,
1382,40,2023-04-30T11:11:00,1,2888,completed,119.24,11.92,24.68,0,132.0,2023-04-30T11:11:00,2023-04-30T11:11:00,,
1383,59,2024-01-16T16:05:00,4,1037,completed,168.38,33.68,30.98,19.99,185.67,2024-01-16T16:05:00,2024-01-16T16:05:00,,
1384,136,2024-01-27T20:26:00,1,613,completed,386.76,38.68,80.06,19.99,448.13,2024-01-27T20:26:00,2024-01-27T20:26:00,,
1385,126,2023-05-31T12:54:00,1,1516,completed,338.85,33.89,70.14,0,375.1,2023-05-31T12:54:00,2023-05-31T12:54:00,,
1386,166,2023-10-09T12:51:00,1,2121,completed,317.26,0.0,72.97,0,390.23,2023-10-09T12:51:00,2023-10-09T12:51:00,,
1387,61,2023-03-19T09:54:00,1,3169,completed,498.24,0.0,114.6,0,612.84,2023-03-19T09:54:00,2023-03-19T09:54:00,,
1388,191,2023-11-27T08:22:00,4,1264,completed,330.32,16.52,72.17,15.99,401.96,2023-11-27T08:22:00,2023-11-27T08:22:00,,
1389,1,2023-06-03T15:14:00,4,3386,completed,192.95,0.0,44.38,15.99,253.32,2023-06-03T15:14:00,2023-06-03T15:14:00,,
1390,63,2023-10-07T09:40:00,4,941,completed,672.7,33.64,146.98,25.99,812.03,2023-10-07T09:40:00,2023-10-07T09:40:00,,
1391,65,2024-04-15T08:19:00,4,471,shipped,145.5,0.0,33.47,0,178.97,2024-04-15T08:19:00,2024-04-15T08:19:00,,
1392,87,2023-12-27T22:59:00,4,2966,completed,456.02,0.0,104.88,0,560.9,2023-12-27T22:59:00,2023-12-27T22:59:00,,
1393,149,2023-11-27T09:37:00,7,3490,processing,420.22,0.0,96.65,0,516.87,2023-11-27T09:37:00,2023-11-27T09:37:00,,
1394,12,2023-05-30T09:14:00,2,581,completed,73.18,14.64,13.46,19.99,91.99,2023-05-30T09:14:00,2023-05-30T09:14:00,,
1395,44,2023-07-12T12:16:00,1,1036,completed,67.13,6.71,13.9,0,74.32,2023-07-12T12:16:00,2023-07-12T12:16:00,,
1396,53,2024-02-11T09:22:00,2,2519,cancelled,318.82,0.0,73.33,0,392.15,2024-02-11T09:22:00,2024-02-11T09:22:00,,
1397,15,2024-01-17T17:01:00,4,1114,shipped,108.1,5.41,23.62,25.99,152.3,2024-01-17T17:01:00,2024-01-17T17:01:00,,
1398,113,2023-09-14T11:39:00,6,3069,shipped,172.07,0.0,39.58,19.99,231.64,2023-09-14T11:39:00,2023-09-14T11:39:00,,
1399,164,2024-02-21T18:45:00,7,1809,completed,703.76,0.0,161.86,25.99,891.61,2024-02-21T18:45:00,2024-02-21T18:45:00,,
1400,200,2023-03-12T10:11:00,2,726,completed,149.65,22.45,29.26,0,156.46,2023-03-12T10:11:00,2023-03-12T10:11:00,,
1401,146,2023-12-07T15:59:00,6,2739,completed,324.67,0.0,74.67,0,399.34,2023-12-07T15:59:00,2023-12-07T15:59:00,,
1402,28,2024-03-15T18:35:00,2,1936,completed,746.01,111.9,145.85,0,779.96,2024-03-15T18:35:00,2024-03-15T18:35:00,,
1403,165,2023-08-14T21:39:00,1,1889,cancelled,756.83,113.52,147.96,0,791.27,2023-08-14T21:39:00,2023-08-14T21:39:00,,
1404,91,2024-04-25T21:19:00,5,3204,processing,242.91,0.0,55.87,0,298.78,2024-04-25T21:19:00,2024-04-25T21:19:00,,
1405,60,2024-02-08T15:40:00,2,2047,completed,763.22,0.0,175.54,0,938.76,2024-02-08T15:40:00,2024-02-08T15:40:00,,
1406,36,2023-08-07T15:46:00,4,3143,processing,526.74,0.0,121.15,15.99,663.88,2023-08-07T15:46:00,2023-08-07T15:46:00,,
1407,78,2023-05-23T14:11:00,4,2475,completed,155.31,0.0,35.72,0,191.03,2023-05-23T14:11:00,2023-05-23T14:11:00,,
1408,178,2023-11-07T09:59:00,4,1772,completed,683.91,136.78,125.84,19.99,692.96,2023-11-07T09:59:00,2023-11-07T09:59:00,,
1409,73,2023-03-03T19:25:00,6,111,completed,85.06,0.0,19.56,19.99,124.61,2023-03-03T19:25:00,2023-03-03T19:25:00,,
1410,102,2023-02-21T16:00:00,1,348,completed,294.24,14.71,64.29,0,343.82,2023-02-21T16:00:00,2023-02-21T16:00:00,,
1411,95,2024-01-20T14:28:00,4,1952,completed,114.1,17.11,22.31,0,119.3,2024-01-20T14:28:00,2024-01-20T14:28:00,,
1412,30,2024-03-14T15:04:00,4,3163,completed,292.92,14.65,64.0,0,342.27,2024-03-14T15:04:00,2024-03-14T15:04:00,,
1413,59,2023-06-24T10:13:00,4,2777,completed,773.34,0.0,177.87,0,951.21,2023-06-24T10:13:00,2023-06-24T10:13:00,,
1414,105,2023-06-18T11:34:00,1,2814,completed,103.51,5.18,22.62,19.99,140.94,2023-06-18T11:34:00,2023-06-18T11:34:00,,
1415,8,2023-08-21T19:47:00,4,3071,completed,496.36,24.82,108.45,0,579.99,2023-08-21T19:47:00,2023-08-21T19:47:00,,
1416,127,2023-04-21T11:24:00,5,3477,cancelled,457.39,0.0,105.2,0,562.59,2023-04-21T11:24:00,2023-04-21T11:24:00,,
1417,182,2023-08-19T08:36:00,2,970,completed,103.87,10.39,21.5,0,114.98,2023-08-19T08:36:00,2023-08-19T08:36:00,,
1418,134,2023-12-12T18:23:00,6,2178,processing,176.03,35.21,32.39,0,173.21,2023-12-12T18:23:00,2023-12-12T18:23:00,,
1419,6,2024-02-20T17:01:00,6,1556,completed,172.35,34.47,31.71,19.99,189.58,2024-02-20T17:01:00,2024-02-20T17:01:00,,
1420,142,2024-01-11T08:40:00,5,1022,completed,248.41,37.26,48.56,0,259.71,2024-01-11T08:40:00,2024-01-11T08:40:00,,
1421,116,2023-12-26T19:49:00,1,3174,completed,379.96,0.0,87.39,15.99,483.34,2023-12-26T19:49:00,2023-12-26T19:49:00,,
1422,134,2023-02-27T13:31:00,2,532,completed,608.53,0.0,139.96,0,748.49,2023-02-27T13:31:00,2023-02-27T13:31:00,,
1423,141,2023-03-31T11:52:00,2,1403,cancelled,393.77,59.07,76.98,25.99,437.67,2023-03-31T11:52:00,2023-03-31T11:52:00,,
1424,47,2023-11-13T08:41:00,2,1903,completed,650.77,130.15,119.74,0,640.36,2023-11-13T08:41:00,2023-11-13T08:41:00,,
1425,39,2023-03-11T23:11:00,4,1849,completed,213.55,42.71,39.29,19.99,230.12,2023-03-11T23:11:00,2023-03-11T23:11:00,,
1426,187,2023-06-19T13:28:00,4,2835,shipped,107.28,10.73,22.21,0,118.76,2023-06-19T13:28:00,2023-06-19T13:28:00,,
1427,192,2023-05-18T22:44:00,7,3286,completed,611.28,0.0,140.59,0,751.87,2023-05-18T22:44:00,2023-05-18T22:44:00,,
1428,175,2023-10-01T17:09:00,1,1421,completed,263.78,26.38,54.6,25.99,317.99,2023-10-01T17:09:00,2023-10-01T17:09:00,,
1429,50,2023-09-17T18:41:00,5,1682,completed,279.69,0.0,64.33,0,344.02,2023-09-17T18:41:00,2023-09-17T18:41:00,,
1430,129,2023-08-28T12:36:00,4,2959,completed,278.52,41.78,54.45,0,291.19,2023-08-28T12:36:00,2023-08-28T12:36:00,,
1431,98,2023-12-21T09:54:00,2,488,completed,696.07,0.0,160.1,15.99,872.16,2023-12-21T09:54:00,2023-12-21T09:54:00,,
1432,70,2024-02-21T16:20:00,2,1780,shipped,712.71,0.0,163.92,19.99,896.62,2024-02-21T16:20:00,2024-02-21T16:20:00,,
1433,18,2024-03-17T21:02:00,1,755,completed,579.49,86.92,113.29,25.99,631.85,2024-03-17T21:02:00,2024-03-17T21:02:00,,
1434,160,2023-04-29T20:17:00,4,1271,processing,432.27,0.0,99.42,0,531.69,2023-04-29T20:17:00,2023-04-29T20:17:00,,
1435,93,2023-04-23T09:13:00,2,760,completed,784.99,78.5,162.49,0,868.98,2023-04-23T09:13:00,2023-04-23T09:13:00,,
1436,124,2023-08-05T21:17:00,7,2853,completed,282.2,28.22,58.42,15.99,328.39,2023-08-05T21:17:00,2023-08-05T21:17:00,,
1437,89,2023-11-09T11:40:00,6,1644,completed,392.7,39.27,81.29,0,434.72,2023-11-09T11:40:00,2023-11-09T11:40:00,,
1438,54,2024-03-20T16:14:00,1,374,completed,706.02,0.0,162.38,19.99,888.39,2024-03-20T16:14:00,2024-03-20T16:14:00,,
1439,95,2023-04-22T15:40:00,1,102,completed,361.71,0.0,83.19,0,444.9,2023-04-22T15:40:00,2023-04-22T15:40:00,,
1440,171,2023-11-22T14:53:00,4,2701,completed,639.44,0.0,147.07,0,786.51,2023-11-22T14:53:00,2023-11-22T14:53:00,,
1441,115,2023-04-10T16:38:00,4,3095,completed,341.95,51.29,66.85,15.99,373.5,2023-04-10T16:38:00,2023-04-10T16:38:00,,
1442,122,2024-05-02T08:44:00,7,2390,completed,555.29,111.06,102.17,0,546.4,2024-05-02T08:44:00,2024-05-02T08:44:00,,
1443,29,2023-08-21T16:37:00,4,196,completed,591.36,88.7,115.61,19.99,638.26,2023-08-21T16:37:00,2023-08-21T16:37:00,,
1444,75,2023-10-30T14:59:00,3,2387,completed,297.2,14.86,64.94,25.99,373.27,2023-10-30T14:59:00,2023-10-30T14:59:00,,
1445,26,2023-09-08T19:13:00,4,1934,shipped,447.79,89.56,82.39,15.99,456.61,2023-09-08T19:13:00,2023-09-08T19:13:00,,
1446,110,2023-01-20T16:34:00,5,183,completed,90.0,0.0,20.7,19.99,130.69,2023-01-20T16:34:00,2023-01-20T16:34:00,,
1447,141,2023-02-09T18:43:00,1,1267,cancelled,599.72,119.94,110.35,0,590.13,2023-02-09T18:43:00,2023-02-09T18:43:00,,
1448,132,2023-05-15T09:35:00,1,2234,shipped,218.84,32.83,42.78,0,228.79,2023-05-15T09:35:00,2023-05-15T09:35:00,,
1449,140,2023-02-02T22:05:00,4,1166,completed,428.24,0.0,98.5,0,526.74,2023-02-02T22:05:00,2023-02-02T22:05:00,,
1450,145,2023-05-17T12:08:00,2,3332,completed,618.51,0.0,142.26,15.99,776.76,2023-05-17T12:08:00,2023-05-17T12:08:00,,
1451,88,2023-09-10T20:54:00,5,1636,completed,270.93,40.64,52.97,0,283.26,2023-09-10T20:54:00,2023-09-10T20:54:00,,
1452,8,2024-02-05T10:26:00,1,1440,completed,698.1,0.0,160.56,0,858.66,2024-02-05T10:26:00,2024-02-05T10:26:00,,
1453,111,2023-04-26T20:36:00,2,63,completed,231.22,0.0,53.18,19.99,304.39,2023-04-26T20:36:00,2023-04-26T20:36:00,,
1454,76,2024-03-16T10:29:00,6,746,completed,660.48,66.05,136.72,0,731.15,2024-03-16T10:29:00,2024-03-16T10:29:00,,
1455,85,2023-02-08T13:17:00,3,1783,completed,709.95,106.49,138.8,0,742.26,2023-02-08T13:17:00,2023-02-08T13:17:00,,
1456,5,2024-05-05T10:12:00,5,1835,completed,676.22,33.81,147.75,15.99,806.15,2024-05-05T10:12:00,2024-05-05T10:12:00,,
1457,103,2024-03-11T20:00:00,1,2187,completed,660.2,99.03,129.07,0,690.24,2024-03-11T20:00:00,2024-03-11T20:00:00,,
1458,27,2023-01-30T14:41:00,1,1924,completed,293.61,0.0,67.53,25.99,387.13,2023-01-30T14:41:00,2023-01-30T14:41:00,,
1459,143,2023-07-20T19:15:00,2,508,cancelled,184.41,27.66,36.05,0,192.8,2023-07-20T19:15:00,2023-07-20T19:15:00,,
1460,29,2023-07-31T20:36:00,6,3257,completed,329.69,0.0,75.83,0,405.52,2023-07-31T20:36:00,2023-07-31T20:36:00,,
1461,143,2023-06-13T08:54:00,1,2455,completed,75.66,11.35,14.79,0,79.1,2023-06-13T08:54:00,2023-06-13T08:54:00,,
1462,70,2023-04-21T18:20:00,4,3432,completed,555.76,0.0,127.82,0,683.58,2023-04-21T18:20:00,2023-04-21T18:20:00,,
1463,113,2024-04-04T09:06:00,2,60,completed,326.22,0.0,75.03,0,401.25,2024-04-04T09:06:00,2024-04-04T09:06:00,,
1464,8,2024-04-19T19:35:00,2,1984,processing,200.78,10.04,43.87,0,234.61,2024-04-19T19:35:00,2024-04-19T19:35:00,,
1465,23,2024-05-09T11:37:00,4,2181,cancelled,367.9,36.79,76.16,19.99,427.26,2024-05-09T11:37:00,2024-05-09T11:37:00,,
1466,72,2023-01-31T13:24:00,1,3319,processing,335.9,67.18,61.81,0,330.53,2023-01-31T13:24:00,2023-01-31T13:24:00,,
1467,200,2023-12-13T23:16:00,4,2761,processing,771.57,77.16,159.71,25.99,880.11,2023-12-13T23:16:00,2023-12-13T23:16:00,,
1468,115,2023-06-24T19:25:00,5,2401,completed,327.42,65.48,60.25,0,322.19,2023-06-24T19:25:00,2023-06-24T19:25:00,,
1469,200,2023-05-12T11:23:00,1,1450,completed,90.49,9.05,18.73,15.99,116.16,2023-05-12T11:23:00,2023-05-12T11:23:00,,
1470,14,2023-11-27T19:42:00,2,2878,completed,414.7,41.47,85.84,0,459.07,2023-11-27T19:42:00,2023-11-27T19:42:00,,
1471,145,2023-12-28T08:53:00,3,2579,processing,452.33,45.23,93.63,0,500.73,2023-12-28T08:53:00,2023-12-28T08:53:00,,
1472,83,2023-04-25T22:44:00,1,1535,completed,289.0,28.9,59.82,0,319.92,2023-04-25T22:44:00,2023-04-25T22:44:00,,
1473,147,2024-01-27T12:07:00,5,1884,completed,68.11,6.81,14.1,19.99,95.39,2024-01-27T12:07:00,2024-01-27T12:07:00,,
1474,11,2024-01-23T13:12:00,7,1741,processing,466.04,69.91,91.11,15.99,503.23,2024-01-23T13:12:00,2024-01-23T13:12:00,,
1475,125,2024-05-12T17:17:00,4,589,shipped,174.89,26.23,34.19,15.99,198.84,2024-05-12T17:17:00,2024-05-12T17:17:00,,
1476,139,2023-05-01T14:43:00,7,2857,completed,149.14,14.91,30.87,15.99,181.09,2023-05-01T14:43:00,2023-05-01T14:43:00,,
1477,9,2023-12-20T13:34:00,2,1279,cancelled,412.24,82.45,75.85,0,405.64,2023-12-20T13:34:00,2023-12-20T13:34:00,,
1478,186,2023-09-21T15:05:00,4,1053,shipped,475.99,71.4,93.06,19.99,517.64,2023-09-21T15:05:00,2023-09-21T15:05:00,,
1479,110,2023-08-25T13:03:00,2,753,cancelled,556.23,0.0,127.93,0,684.16,2023-08-25T13:03:00,2023-08-25T13:03:00,,
1480,119,2023-04-05T17:01:00,5,1623,completed,354.3,0.0,81.49,25.99,461.78,2023-04-05T17:01:00,2023-04-05T17:01:00,,
1481,100,2023-12-08T09:49:00,1,2824,completed,734.85,36.74,160.57,0,858.68,2023-12-08T09:49:00,2023-12-08T09:49:00,,
1482,69,2024-03-20T09:57:00,1,1486,processing,229.65,0.0,52.82,25.99,308.46,2024-03-20T09:57:00,2024-03-20T09:57:00,,
1483,147,2023-10-28T17:46:00,3,3190,processing,617.04,0.0,141.92,0,758.96,2023-10-28T17:46:00,2023-10-28T17:46:00,,
1484,139,2024-04-26T12:10:00,1,2238,cancelled,480.91,72.14,94.02,0,502.79,2024-04-26T12:10:00,2024-04-26T12:10:00,,
1485,174,2023-11-30T12:55:00,2,1866,completed,281.35,42.2,55.0,0,294.15,2023-11-30T12:55:00,2023-11-30T12:55:00,,
1486,155,2023-11-16T09:51:00,4,712,completed,763.97,38.2,166.93,15.99,908.69,2023-11-16T09:51:00,2023-11-16T09:51:00,,
1487,101,2023-09-23T22:28:00,1,2569,completed,458.12,0.0,105.37,19.99,583.48,2023-09-23T22:28:00,2023-09-23T22:28:00,,
1488,185,2023-08-05T15:55:00,7,1885,completed,737.75,36.89,161.2,0,862.06,2023-08-05T15:55:00,2023-08-05T15:55:00,,
1489,66,2023-12-06T15:31:00,2,1652,completed,749.14,149.83,137.84,15.99,753.14,2023-12-06T15:31:00,2023-12-06T15:31:00,,
1490,199,2024-01-11T10:32:00,1,1708,completed,583.27,116.65,107.32,25.99,599.93,2024-01-11T10:32:00,2024-01-11T10:32:00,,
1491,72,2023-11-26T11:43:00,2,663,completed,548.02,82.2,107.14,0,572.96,2023-11-26T11:43:00,2023-11-26T11:43:00,,
1492,188,2024-03-31T16:06:00,1,1071,completed,604.12,0.0,138.95,0,743.07,2024-03-31T16:06:00,2024-03-31T16:06:00,,
1493,114,2023-07-26T09:56:00,4,2652,shipped,659.92,0.0,151.78,0,811.7,2023-07-26T09:56:00,2023-07-26T09:56:00,,
1494,92,2023-08-10T10:01:00,7,254,completed,705.43,35.27,154.14,0,824.3,2023-08-10T10:01:00,2023-08-10T10:01:00,,
1495,198,2023-12-30T21:01:00,5,892,completed,115.78,0.0,26.63,0,142.41,2023-12-30T21:01:00,2023-12-30T21:01:00,,
1496,153,2023-12-01T14:36:00,2,3280,completed,735.87,0.0,169.25,15.99,921.11,2023-12-01T14:36:00,2023-12-01T14:36:00,,
1497,39,2023-03-31T09:25:00,2,946,shipped,672.0,0.0,154.56,0,826.56,2023-03-31T09:25:00,2023-03-31T09:25:00,,
1498,31,2023-05-18T17:53:00,3,2884,completed,71.17,10.68,13.91,25.99,100.39,2023-05-18T17:53:00,2023-05-18T17:53:00,,
1499,61,2023-02-01T12:56:00,4,793,completed,235.79,11.79,51.52,0,275.52,2023-02-01T12:56:00,2023-02-01T12:56:00,,
1500,133,2023-11-08T12:40:00,1,1316,completed,686.69,0.0,157.94,0,844.63,2023-11-08T12:40:00,2023-11-08T12:40:00,,
1501,7,2023-04-20T09:34:00,4,303,completed,447.46,0.0,102.92,25.99,576.37,2023-04-20T09:34:00,2023-04-20T09:34:00,,
1502,110,2024-02-16T19:49:00,1,2599,processing,599.47,59.95,124.09,0,663.61,2024-02-16T19:49:00,2024-02-16T19:49:00,,
1503,107,2024-04-17T13:07:00,4,1915,completed,520.94,0.0,119.82,0,640.76,2024-04-17T13:07:00,2024-04-17T13:07:00,,
1504,85,2023-05-28T13:03:00,1,3151,completed,593.77,29.69,129.74,25.99,719.81,2023-05-28T13:03:00,2023-05-28T13:03:00,,
1505,72,2023-12-12T22:03:00,1,2286,cancelled,581.07,87.16,113.6,0,607.51,2023-12-12T22:03:00,2023-12-12T22:03:00,,
1506,122,2023-09-04T16:06:00,4,1560,completed,719.91,143.98,132.46,0,708.39,2023-09-04T16:06:00,2023-09-04T16:06:00,,
1507,42,2023-08-21T14:51:00,4,1081,completed,419.15,83.83,77.12,0,412.44,2023-08-21T14:51:00,2023-08-21T14:51:00,,
1508,125,2023-03-14T19:24:00,3,1098,completed,189.39,37.88,34.85,0,186.36,2023-03-14T19:24:00,2023-03-14T19:24:00,,
1509,140,2023-06-05T23:32:00,4,2407,completed,340.02,34.0,70.38,25.99,402.39,2023-06-05T23:32:00,2023-06-05T23:32:00,,
1510,174,2023-12-03T21:22:00,2,2592,completed,729.48,36.47,159.39,0,852.4,2023-12-03T21:22:00,2023-12-03T21:22:00,,
1511,152,2024-03-10T09:16:00,6,2,completed,91.84,13.78,17.95,19.99,116.0,2024-03-10T09:16:00,2024-03-10T09:16:00,,
1512,125,2023-05-14T09:13:00,5,549,completed,301.26,15.06,65.83,19.99,372.02,2023-05-14T09:13:00,2023-05-14T09:13:00,,
1513,47,2023-05-24T20:00:00,4,2614,completed,164.44,0.0,37.82,15.99,218.25,2023-05-24T20:00:00,2023-05-24T20:00:00,,
1514,112,2023-11-22T19:52:00,1,1605,completed,632.4,63.24,130.91,15.99,716.06,2023-11-22T19:52:00,2023-11-22T19:52:00,,
1515,96,2023-11-23T09:39:00,7,2421,completed,59.49,0.0,13.68,19.99,93.16,2023-11-23T09:39:00,2023-11-23T09:39:00,,
1516,53,2023-03-06T16:53:00,7,3050,processing,684.33,34.22,149.53,0,799.64,2023-03-06T16:53:00,2023-03-06T16:53:00,,
1517,157,2023-06-17T18:30:00,1,2846,completed,456.03,91.21,83.91,0,448.73,2023-06-17T18:30:00,2023-06-17T18:30:00,,
1518,69,2024-05-08T19:53:00,6,487,completed,87.62,4.38,19.15,0,102.39,2024-05-08T19:53:00,2024-05-08T19:53:00,,
1519,79,2023-01-28T21:36:00,7,2459,processing,253.64,38.05,49.59,25.99,291.17,2023-01-28T21:36:00,2023-01-28T21:36:00,,
1520,173,2023-04-24T16:39:00,2,209,completed,110.19,0.0,25.34,25.99,161.52,2023-04-24T16:39:00,2023-04-24T16:39:00,,
1521,184,2023-03-17T14:36:00,4,587,completed,548.3,54.83,113.5,0,606.97,2023-03-17T14:36:00,2023-03-17T14:36:00,,
1522,149,2023-07-12T16:24:00,2,3397,shipped,650.74,65.07,134.7,15.99,736.36,2023-07-12T16:24:00,2023-07-12T16:24:00,,
1523,50,2023-05-28T23:18:00,1,1989,completed,372.64,18.63,81.42,0,435.43,2023-05-28T23:18:00,2023-05-28T23:18:00,,
1524,194,2023-11-16T20:59:00,2,1103,completed,340.39,0.0,78.29,0,418.68,2023-11-16T20:59:00,2023-11-16T20:59:00,,
1525,97,2024-03-12T17:06:00,7,2208,completed,142.65,21.4,27.89,25.99,175.13,2024-03-12T17:06:00,2024-03-12T17:06:00,,
1526,127,2024-03-12T22:15:00,2,1240,completed,142.36,0.0,32.74,25.99,201.09,2024-03-12T22:15:00,2024-03-12T22:15:00,,
1527,121,2023-07-15T14:25:00,6,2622,processing,374.73,74.95,68.95,0,368.73,2023-07-15T14:25:00,2023-07-15T14:25:00,,
1528,8,2024-04-28T18:42:00,2,3475,completed,241.61,12.08,52.79,19.99,302.31,2024-04-28T18:42:00,2024-04-28T18:42:00,,
1529,3,2024-01-26T14:52:00,1,2189,completed,574.16,114.83,105.65,25.99,590.97,2024-01-26T14:52:00,2024-01-26T14:52:00,,
1530,37,2023-05-27T23:41:00,1,131,completed,158.61,23.79,31.01,0,165.83,2023-05-27T23:41:00,2023-05-27T23:41:00,,
1531,65,2023-05-08T11:43:00,1,666,shipped,73.05,3.65,15.96,0,85.36,2023-05-08T11:43:00,2023-05-08T11:43:00,,
1532,192,2024-02-20T15:07:00,4,1731,completed,625.92,0.0,143.96,0,769.88,2024-02-20T15:07:00,2024-02-20T15:07:00,,
1533,111,2024-03-18T08:30:00,2,1371,completed,498.99,0.0,114.77,19.99,633.75,2024-03-18T08:30:00,2024-03-18T08:30:00,,
1534,171,2024-04-26T18:53:00,2,3378,cancelled,145.31,7.27,31.75,25.99,195.78,2024-04-26T18:53:00,2024-04-26T18:53:00,,
1535,191,2023-03-31T09:58:00,2,243,completed,510.38,0.0,117.39,0,627.77,2023-03-31T09:58:00,2023-03-31T09:58:00,,
1536,12,2023-11-10T15:42:00,1,453,completed,331.15,33.12,68.55,15.99,382.57,2023-11-10T15:42:00,2023-11-10T15:42:00,,
1537,154,2024-01-22T17:26:00,1,502,completed,88.51,0.0,20.36,15.99,124.86,2024-01-22T17:26:00,2024-01-22T17:26:00,,
1538,14,2023-10-23T14:50:00,7,2088,processing,734.56,0.0,168.95,19.99,923.5,2023-10-23T14:50:00,2023-10-23T14:50:00,,
1539,54,2023-12-02T20:19:00,4,2538,completed,361.73,54.26,70.72,25.99,404.18,2023-12-02T20:19:00,2023-12-02T20:19:00,,
1540,91,2023-05-13T19:07:00,2,590,completed,725.46,72.55,150.17,0,803.08,2023-05-13T19:07:00,2023-05-13T19:07:00,,
1541,153,2023-06-18T20:07:00,5,925,completed,127.77,0.0,29.39,0,157.16,2023-06-18T20:07:00,2023-06-18T20:07:00,,
1542,17,2024-04-20T21:15:00,2,600,shipped,259.01,0.0,59.57,15.99,334.57,2024-04-20T21:15:00,2024-04-20T21:15:00,,
1543,39,2024-01-26T09:57:00,7,3363,completed,565.07,0.0,129.97,15.99,711.03,2024-01-26T09:57:00,2024-01-26T09:57:00,,
1544,196,2024-02-18T22:59:00,4,3032,completed,506.78,0.0,116.56,25.99,649.33,2024-02-18T22:59:00,2024-02-18T22:59:00,,
1545,118,2023-01-28T20:50:00,2,274,cancelled,455.91,0.0,104.86,15.99,576.76,2023-01-28T20:50:00,2023-01-28T20:50:00,,
1546,71,2024-05-10T13:23:00,4,1966,completed,513.19,102.64,94.43,15.99,520.97,2024-05-10T13:23:00,2024-05-10T13:23:00,,
1547,44,2024-03-12T21:32:00,1,100,processing,510.12,51.01,105.6,15.99,580.7,2024-03-12T21:32:00,2024-03-12T21:32:00,,
1548,25,2024-04-09T10:09:00,3,2463,completed,363.21,72.64,66.83,19.99,377.39,2024-04-09T10:09:00,2024-04-09T10:09:00,,
1549,16,2024-01-30T20:54:00,5,3309,shipped,321.83,0.0,74.02,15.99,411.84,2024-01-30T20:54:00,2024-01-30T20:54:00,,
1550,61,2024-02-18T11:30:00,1,226,processing,668.04,0.0,153.65,0,821.69,2024-02-18T11:30:00,2024-02-18T11:30:00,,
1551,55,2023-07-19T15:11:00,1,3098,completed,518.66,77.8,101.4,15.99,558.25,2023-07-19T15:11:00,2023-07-19T15:11:00,,
1552,158,2023-02-27T20:30:00,7,1983,completed,101.73,0.0,23.4,0,125.13,2023-02-27T20:30:00,2023-02-27T20:30:00,,
1553,87,2023-09-03T17:09:00,4,2224,shipped,273.58,0.0,62.92,0,336.5,2023-09-03T17:09:00,2023-09-03T17:09:00,,
1554,7,2023-06-07T08:38:00,7,1118,shipped,169.5,0.0,38.98,0,208.48,2023-06-07T08:38:00,2023-06-07T08:38:00,,
1555,160,2023-12-28T10:10:00,6,2054,completed,401.07,80.21,73.8,25.99,420.65,2023-12-28T10:10:00,2023-12-28T10:10:00,,
1556,191,2023-06-12T18:36:00,1,2786,completed,404.24,80.85,74.38,0,397.77,2023-06-12T18:36:00,2023-06-12T18:36:00,,
1557,104,2023-10-09T13:42:00,3,1298,completed,688.71,34.44,150.48,25.99,830.74,2023-10-09T13:42:00,2023-10-09T13:42:00,,
1558,131,2023-04-23T19:04:00,1,2674,completed,768.96,115.34,150.33,25.99,829.94,2023-04-23T19:04:00,2023-04-23T19:04:00,,
1559,16,2023-04-14T13:42:00,2,2951,completed,146.15,29.23,26.89,0,143.81,2023-04-14T13:42:00,2023-04-14T13:42:00,,
1560,94,2023-05-04T13:28:00,7,917,completed,181.94,0.0,41.85,19.99,243.78,2023-05-04T13:28:00,2023-05-04T13:28:00,,
1561,57,2023-06-12T18:31:00,1,3497,processing,378.18,75.64,69.58,0,372.12,2023-06-12T18:31:00,2023-06-12T18:31:00,,
1562,136,2023-04-25T19:20:00,4,2641,cancelled,103.18,10.32,21.36,0,114.22,2023-04-25T19:20:00,2023-04-25T19:20:00,,
1563,197,2023-03-31T23:27:00,5,1133,completed,258.19,38.73,50.48,0,269.94,2023-03-31T23:27:00,2023-03-31T23:27:00,,
1564,29,2023-08-30T10:28:00,6,162,completed,725.55,145.11,133.5,0,713.94,2023-08-30T10:28:00,2023-08-30T10:28:00,,
1565,192,2023-09-05T14:35:00,4,1047,completed,241.47,0.0,55.54,15.99,313.0,2023-09-05T14:35:00,2023-09-05T14:35:00,,
1566,66,2023-11-12T10:35:00,1,1260,completed,620.5,124.1,114.17,0,610.57,2023-11-12T10:35:00,2023-11-12T10:35:00,,
1567,160,2023-12-06T14:28:00,4,7,completed,272.87,0.0,62.76,0,335.63,2023-12-06T14:28:00,2023-12-06T14:28:00,,
